Entity ID,Entity Name,Plant ID,Plant Name,Plant State,County,Balancing Authority Code,Sector,Generator ID,Nameplate Capacity (MW),Net Summer Capacity (MW),Net Winter Capacity (MW),Technology,Technology Group,Energy Source Code,Prime Mover Code,Operating Month,Operating Year,Planned Retirement Month,Planned Retirement Year,Status,Nameplate Energy Capacity (MWh),Latitude,Longitude
63560,"Sand Point Generating, LLC",1.0,Sand Point,AK,Aleutians East,,Electric Utility,1,0.9,0.4,0.4,Petroleum Liquids,Other thermal,DFO,IC,12.0,2000.0, , ,(SB) Standby/Backup: available for service but not normally used,,55.339722,-160.4972
63560,"Sand Point Generating, LLC",1.0,Sand Point,AK,Aleutians East,,Electric Utility,2,0.9,0.3,0.3,Petroleum Liquids,Other thermal,DFO,IC,12.0,2000.0, , ,(OP) Operating,,55.339722,-160.4972
63560,"Sand Point Generating, LLC",1.0,Sand Point,AK,Aleutians East,,Electric Utility,3,0.5,0.3,0.3,Petroleum Liquids,Other thermal,DFO,IC,12.0,2010.0, , ,(OP) Operating,,55.339722,-160.4972
63560,"Sand Point Generating, LLC",1.0,Sand Point,AK,Aleutians East,,Electric Utility,5.1,0.4,0.3,0.3,Petroleum Liquids,Other thermal,DFO,IC,2.0,2023.0, , ,(OP) Operating,,55.339722,-160.4972
63560,"Sand Point Generating, LLC",1.0,Sand Point,AK,Aleutians East,,Electric Utility,WT1,0.5,0.1,0.1,Onshore Wind Turbine,Wind,WND,WT,10.0,2011.0, , ,(OS) Out of service and NOT expected to return to service in next calendar year,,55.339722,-160.4972
63560,"Sand Point Generating, LLC",1.0,Sand Point,AK,Aleutians East,,Electric Utility,WT2,0.5,0.3,0.3,Onshore Wind Turbine,Wind,WND,WT,10.0,2011.0, , ,(OS) Out of service and NOT expected to return to service in next calendar year,,55.339722,-160.4972
195,Alabama Power Co,2.0,Bankhead Dam,AL,Tuscaloosa,SOCO,Electric Utility,1,53.9,53.0,53.0,Conventional Hydroelectric,Hydro,WAT,HY,7.0,1963.0, , ,(OP) Operating,,33.458665,-87.35682
195,Alabama Power Co,3.0,Barry,AL,Mobile,SOCO,Electric Utility,1,153.1,80.0,80.0,Natural Gas Steam Turbine,Natural gas,NG,ST,2.0,1954.0, , ,(OP) Operating,,31.0069,-88.0103
195,Alabama Power Co,3.0,Barry,AL,Mobile,SOCO,Electric Utility,2,153.1,80.0,80.0,Natural Gas Steam Turbine,Natural gas,NG,ST,7.0,1954.0, , ,(OP) Operating,,31.0069,-88.0103
195,Alabama Power Co,3.0,Barry,AL,Mobile,SOCO,Electric Utility,4,403.7,362.0,362.0,Conventional Steam Coal,Coal,BIT,ST,12.0,1969.0, , ,(OP) Operating,,31.0069,-88.0103
195,Alabama Power Co,3.0,Barry,AL,Mobile,SOCO,Electric Utility,5,788.8,756.5,756.5,Conventional Steam Coal,Coal,BIT,ST,10.0,1971.0, , ,(OP) Operating,,31.0069,-88.0103
195,Alabama Power Co,3.0,Barry,AL,Mobile,SOCO,Electric Utility,A1CT,170.1,184.4,194.5,Natural Gas Fired Combined Cycle,Natural gas,NG,CT,5.0,2000.0, , ,(OP) Operating,,31.0069,-88.0103
195,Alabama Power Co,3.0,Barry,AL,Mobile,SOCO,Electric Utility,A1CT2,170.1,184.4,194.5,Natural Gas Fired Combined Cycle,Natural gas,NG,CT,5.0,2000.0, , ,(OP) Operating,,31.0069,-88.0103
195,Alabama Power Co,3.0,Barry,AL,Mobile,SOCO,Electric Utility,A1ST,195.2,200.0,205.0,Natural Gas Fired Combined Cycle,Natural gas,NG,CA,5.0,2000.0, , ,(OP) Operating,,31.0069,-88.0103
195,Alabama Power Co,3.0,Barry,AL,Mobile,SOCO,Electric Utility,A2C1,170.1,186.2,190.0,Natural Gas Fired Combined Cycle,Natural gas,NG,CT,5.0,2000.0, , ,(OP) Operating,,31.0069,-88.0103
195,Alabama Power Co,3.0,Barry,AL,Mobile,SOCO,Electric Utility,A2C2,170.1,186.2,190.0,Natural Gas Fired Combined Cycle,Natural gas,NG,CT,5.0,2000.0, , ,(OP) Operating,,31.0069,-88.0103
195,Alabama Power Co,3.0,Barry,AL,Mobile,SOCO,Electric Utility,A2ST,195.2,195.0,200.0,Natural Gas Fired Combined Cycle,Natural gas,NG,CA,5.0,2000.0, , ,(OP) Operating,,31.0069,-88.0103
195,Alabama Power Co,3.0,Barry,AL,Mobile,SOCO,Electric Utility,A3C1,464.0,385.0,443.0,Natural Gas Fired Combined Cycle,Natural gas,NG,CT,11.0,2023.0, , ,(OP) Operating,,31.0069,-88.0103
195,Alabama Power Co,3.0,Barry,AL,Mobile,SOCO,Electric Utility,A3ST,310.0,300.0,300.0,Natural Gas Fired Combined Cycle,Natural gas,NG,CA,11.0,2023.0, , ,(OP) Operating,,31.0069,-88.0103
195,Alabama Power Co,4.0,Walter Bouldin Dam,AL,Elmore,SOCO,Electric Utility,1,75.0,74.7,74.7,Conventional Hydroelectric,Hydro,WAT,HY,7.0,1967.0, , ,(OP) Operating,,32.583889,-86.28306
195,Alabama Power Co,4.0,Walter Bouldin Dam,AL,Elmore,SOCO,Electric Utility,2,75.0,74.7,74.7,Conventional Hydroelectric,Hydro,WAT,HY,8.0,1967.0, , ,(OP) Operating,,32.583889,-86.28306
195,Alabama Power Co,4.0,Walter Bouldin Dam,AL,Elmore,SOCO,Electric Utility,3,75.0,74.7,74.7,Conventional Hydroelectric,Hydro,WAT,HY,8.0,1967.0, , ,(OP) Operating,,32.583889,-86.28306
5701,El Paso Electric Co,9.0,Copper,TX,El Paso,EPE,Electric Utility,1,86.9,63.0,65.0,Natural Gas Fired Combustion Turbine,Natural gas,NG,GT,7.0,1980.0,12,2030,(OP) Operating,,31.7569,-106.375
195,Alabama Power Co,10.0,Greene County,AL,Greene,SOCO,Electric Utility,1,299.2,257.8,257.8,Natural Gas Steam Turbine,Natural gas,NG,ST,6.0,1965.0, , ,(OP) Operating,,32.6017,-87.7811
195,Alabama Power Co,10.0,Greene County,AL,Greene,SOCO,Electric Utility,2,269.2,258.3,258.3,Natural Gas Steam Turbine,Natural gas,NG,ST,7.0,1966.0, , ,(OP) Operating,,32.6017,-87.7811
195,Alabama Power Co,10.0,Greene County,AL,Greene,SOCO,Electric Utility,GT10,80.0,85.0,101.0,Natural Gas Fired Combustion Turbine,Natural gas,NG,GT,5.0,1996.0, , ,(OP) Operating,,32.6017,-87.7811
195,Alabama Power Co,10.0,Greene County,AL,Greene,SOCO,Electric Utility,GT2,80.0,84.0,100.0,Natural Gas Fired Combustion Turbine,Natural gas,NG,GT,5.0,1996.0, , ,(OP) Operating,,32.6017,-87.7811
195,Alabama Power Co,10.0,Greene County,AL,Greene,SOCO,Electric Utility,GT3,80.0,82.0,98.0,Natural Gas Fired Combustion Turbine,Natural gas,NG,GT,5.0,1995.0, , ,(OP) Operating,,32.6017,-87.7811
195,Alabama Power Co,10.0,Greene County,AL,Greene,SOCO,Electric Utility,GT4,80.0,81.0,97.0,Natural Gas Fired Combustion Turbine,Natural gas,NG,GT,5.0,1995.0, , ,(OP) Operating,,32.6017,-87.7811
195,Alabama Power Co,10.0,Greene County,AL,Greene,SOCO,Electric Utility,GT5,80.0,82.0,98.0,Natural Gas Fired Combustion Turbine,Natural gas,NG,GT,5.0,1995.0, , ,(OP) Operating,,32.6017,-87.7811
195,Alabama Power Co,10.0,Greene County,AL,Greene,SOCO,Electric Utility,GT6,80.0,81.0,97.0,Natural Gas Fired Combustion Turbine,Natural gas,NG,GT,5.0,1995.0, , ,(OP) Operating,,32.6017,-87.7811
195,Alabama Power Co,10.0,Greene County,AL,Greene,SOCO,Electric Utility,GT7,80.0,80.0,96.0,Natural Gas Fired Combustion Turbine,Natural gas,NG,GT,5.0,1995.0, , ,(OP) Operating,,32.6017,-87.7811
195,Alabama Power Co,10.0,Greene County,AL,Greene,SOCO,Electric Utility,GT8,80.0,83.0,99.0,Natural Gas Fired Combustion Turbine,Natural gas,NG,GT,5.0,1996.0, , ,(OP) Operating,,32.6017,-87.7811
195,Alabama Power Co,10.0,Greene County,AL,Greene,SOCO,Electric Utility,GT9,80.0,82.0,98.0,Natural Gas Fired Combustion Turbine,Natural gas,NG,GT,5.0,1996.0, , ,(OP) Operating,,32.6017,-87.7811
195,Alabama Power Co,11.0,H Neely Henry Dam,AL,Calhoun,SOCO,Electric Utility,1,24.3,23.7,22.7,Conventional Hydroelectric,Hydro,WAT,HY,6.0,1966.0, , ,(OP) Operating,,33.7845,-86.0524
195,Alabama Power Co,11.0,H Neely Henry Dam,AL,Calhoun,SOCO,Electric Utility,2,24.3,23.7,22.7,Conventional Hydroelectric,Hydro,WAT,HY,6.0,1966.0, , ,(OP) Operating,,33.7845,-86.0524
195,Alabama Power Co,11.0,H Neely Henry Dam,AL,Calhoun,SOCO,Electric Utility,3,24.3,23.7,22.7,Conventional Hydroelectric,Hydro,WAT,HY,6.0,1966.0, , ,(OP) Operating,,33.7845,-86.0524
195,Alabama Power Co,12.0,Holt Dam,AL,Tuscaloosa,SOCO,Electric Utility,1,46.9,48.0,48.0,Conventional Hydroelectric,Hydro,WAT,HY,8.0,1968.0, , ,(OP) Operating,,33.2553,-87.4495
195,Alabama Power Co,13.0,Jordan Dam,AL,Elmore,SOCO,Electric Utility,1,25.0,32.3,32.5,Conventional Hydroelectric,Hydro,WAT,HY,1.0,1929.0, , ,(OP) Operating,,32.6189,-86.2548
195,Alabama Power Co,13.0,Jordan Dam,AL,Elmore,SOCO,Electric Utility,2,25.0,32.3,32.5,Conventional Hydroelectric,Hydro,WAT,HY,1.0,1929.0, , ,(OP) Operating,,32.6189,-86.2548
195,Alabama Power Co,13.0,Jordan Dam,AL,Elmore,SOCO,Electric Utility,3,25.0,32.3,32.5,Conventional Hydroelectric,Hydro,WAT,HY,1.0,1929.0, , ,(OP) Operating,,32.6189,-86.2548
195,Alabama Power Co,13.0,Jordan Dam,AL,Elmore,SOCO,Electric Utility,4,25.0,32.3,32.5,Conventional Hydroelectric,Hydro,WAT,HY,1.0,1929.0, , ,(OP) Operating,,32.6189,-86.2548
195,Alabama Power Co,14.0,Logan Martin Dam,AL,Talladega,SOCO,Electric Utility,1,42.7,43.0,39.7,Conventional Hydroelectric,Hydro,WAT,HY,8.0,1964.0, , ,(OP) Operating,,33.425878,-86.33755
195,Alabama Power Co,14.0,Logan Martin Dam,AL,Talladega,SOCO,Electric Utility,2,42.7,43.0,39.7,Conventional Hydroelectric,Hydro,WAT,HY,8.0,1964.0, , ,(OP) Operating,,33.425878,-86.33755
195,Alabama Power Co,14.0,Logan Martin Dam,AL,Talladega,SOCO,Electric Utility,3,42.7,43.0,39.7,Conventional Hydroelectric,Hydro,WAT,HY,8.0,1964.0, , ,(OP) Operating,,33.425878,-86.33755
195,Alabama Power Co,15.0,Lay Dam,AL,Chilton,SOCO,Electric Utility,1,29.5,30.0,30.3,Conventional Hydroelectric,Hydro,WAT,HY,4.0,1968.0, , ,(OP) Operating,,32.9633,-86.5187
195,Alabama Power Co,15.0,Lay Dam,AL,Chilton,SOCO,Electric Utility,2,29.5,30.0,30.3,Conventional Hydroelectric,Hydro,WAT,HY,4.0,1968.0, , ,(OP) Operating,,32.9633,-86.5187
195,Alabama Power Co,15.0,Lay Dam,AL,Chilton,SOCO,Electric Utility,3,29.5,30.0,30.3,Conventional Hydroelectric,Hydro,WAT,HY,12.0,1967.0, , ,(OP) Operating,,32.9633,-86.5187
195,Alabama Power Co,15.0,Lay Dam,AL,Chilton,SOCO,Electric Utility,4,29.5,30.0,30.3,Conventional Hydroelectric,Hydro,WAT,HY,10.0,1967.0, , ,(OP) Operating,,32.9633,-86.5187
195,Alabama Power Co,15.0,Lay Dam,AL,Chilton,SOCO,Electric Utility,5,29.5,30.0,30.3,Conventional Hydroelectric,Hydro,WAT,HY,5.0,1967.0, , ,(OP) Operating,,32.9633,-86.5187
195,Alabama Power Co,15.0,Lay Dam,AL,Chilton,SOCO,Electric Utility,6,29.5,30.0,30.3,Conventional Hydroelectric,Hydro,WAT,HY,2.0,1967.0, , ,(OP) Operating,,32.9633,-86.5187
195,Alabama Power Co,16.0,Martin Dam,AL,Elmore,SOCO,Electric Utility,1,50.2,41.5,39.4,Conventional Hydroelectric,Hydro,WAT,HY,1.0,1927.0, , ,(OP) Operating,,32.680394,-85.91144
195,Alabama Power Co,16.0,Martin Dam,AL,Elmore,SOCO,Electric Utility,2,50.2,41.5,39.4,Conventional Hydroelectric,Hydro,WAT,HY,1.0,1927.0, , ,(OP) Operating,,32.680394,-85.91144
195,Alabama Power Co,16.0,Martin Dam,AL,Elmore,SOCO,Electric Utility,3,50.2,41.5,39.4,Conventional Hydroelectric,Hydro,WAT,HY,1.0,1927.0, , ,(OP) Operating,,32.680394,-85.91144
195,Alabama Power Co,16.0,Martin Dam,AL,Elmore,SOCO,Electric Utility,4,60.0,57.6,54.7,Conventional Hydroelectric,Hydro,WAT,HY,7.0,1952.0, , ,(OP) Operating,,32.680394,-85.91144
195,Alabama Power Co,17.0,Mitchell Dam,AL,Coosa,SOCO,Electric Utility,4,20.0,22.4,22.7,Conventional Hydroelectric,Hydro,WAT,HY,11.0,1949.0, , ,(OP) Operating,,32.806025,-86.44489
195,Alabama Power Co,17.0,Mitchell Dam,AL,Coosa,SOCO,Electric Utility,5,50.0,46.9,47.4,Conventional Hydroelectric,Hydro,WAT,HY,4.0,1985.0, , ,(OP) Operating,,32.806025,-86.44489
195,Alabama Power Co,17.0,Mitchell Dam,AL,Coosa,SOCO,Electric Utility,6,50.0,46.9,47.4,Conventional Hydroelectric,Hydro,WAT,HY,4.0,1985.0, , ,(OP) Operating,,32.806025,-86.44489
195,Alabama Power Co,17.0,Mitchell Dam,AL,Coosa,SOCO,Electric Utility,7,50.0,46.9,47.4,Conventional Hydroelectric,Hydro,WAT,HY,4.0,1985.0, , ,(OP) Operating,,32.806025,-86.44489
195,Alabama Power Co,18.0,Lewis Smith Dam,AL,Walker,SOCO,Electric Utility,1,90.5,89.0,87.5,Conventional Hydroelectric,Hydro,WAT,HY,9.0,1961.0, , ,(OP) Operating,,33.9406,-87.1077
195,Alabama Power Co,18.0,Lewis Smith Dam,AL,Walker,SOCO,Electric Utility,2,90.5,89.0,87.5,Conventional Hydroelectric,Hydro,WAT,HY,7.0,1962.0, , ,(OP) Operating,,33.9406,-87.1077
195,Alabama Power Co,19.0,Thurlow Dam,AL,Elmore,SOCO,Electric Utility,1,40.5,36.2,35.3,Conventional Hydroelectric,Hydro,WAT,HY,1.0,1931.0, , ,(OP) Operating,,32.535436,-85.88761
195,Alabama Power Co,19.0,Thurlow Dam,AL,Elmore,SOCO,Electric Utility,2,40.5,36.2,35.3,Conventional Hydroelectric,Hydro,WAT,HY,1.0,1931.0, , ,(OP) Operating,,32.535436,-85.88761
195,Alabama Power Co,19.0,Thurlow Dam,AL,Elmore,SOCO,Electric Utility,3,10.0,7.5,7.3,Conventional Hydroelectric,Hydro,WAT,HY,1.0,1931.0, , ,(OP) Operating,,32.535436,-85.88761
195,Alabama Power Co,20.0,Weiss Dam,AL,Cherokee,SOCO,Electric Utility,1,29.2,27.0,24.3,Conventional Hydroelectric,Hydro,WAT,HY,7.0,1962.0, , ,(OP) Operating,,34.172142,-85.75381
195,Alabama Power Co,20.0,Weiss Dam,AL,Cherokee,SOCO,Electric Utility,2,29.2,27.0,24.3,Conventional Hydroelectric,Hydro,WAT,HY,6.0,1961.0, , ,(OP) Operating,,34.172142,-85.75381
195,Alabama Power Co,20.0,Weiss Dam,AL,Cherokee,SOCO,Electric Utility,3,29.2,27.0,24.3,Conventional Hydroelectric,Hydro,WAT,HY,6.0,1961.0, , ,(OP) Operating,,34.172142,-85.75381
195,Alabama Power Co,21.0,Yates Dam,AL,Elmore,SOCO,Electric Utility,1,25.5,22.0,22.5,Conventional Hydroelectric,Hydro,WAT,HY,7.0,1928.0, , ,(OP) Operating,,32.5743,-85.8901
195,Alabama Power Co,21.0,Yates Dam,AL,Elmore,SOCO,Electric Utility,2,25.0,22.0,22.5,Conventional Hydroelectric,Hydro,WAT,HY,7.0,1928.0, , ,(OP) Operating,,32.5743,-85.8901
195,Alabama Power Co,26.0,E C Gaston,AL,Shelby,SOCO,Electric Utility,1,272.0,254.0,254.0,Natural Gas Steam Turbine,Natural gas,NG,ST,5.0,1960.0, , ,(OP) Operating,,33.244211,-86.45806
195,Alabama Power Co,26.0,E C Gaston,AL,Shelby,SOCO,Electric Utility,2,272.0,256.0,256.0,Natural Gas Steam Turbine,Natural gas,NG,ST,7.0,1960.0, , ,(OP) Operating,,33.244211,-86.45806
195,Alabama Power Co,26.0,E C Gaston,AL,Shelby,SOCO,Electric Utility,3,272.0,254.0,254.0,Natural Gas Steam Turbine,Natural gas,NG,ST,6.0,1961.0, , ,(OP) Operating,,33.244211,-86.45806
195,Alabama Power Co,26.0,E C Gaston,AL,Shelby,SOCO,Electric Utility,5,952.0,832.0,832.0,Conventional Steam Coal,Coal,BIT,ST,8.0,1974.0, , ,(OP) Operating,,33.244211,-86.45806
195,Alabama Power Co,26.0,E C Gaston,AL,Shelby,SOCO,Electric Utility,GT4,21.2,16.0,20.0,Petroleum Liquids,Other thermal,DFO,GT,6.0,1970.0, , ,(OP) Operating,,33.244211,-86.45806
195,Alabama Power Co,26.0,E C Gaston,AL,Shelby,SOCO,Electric Utility,ST4,244.8,256.0,256.0,Natural Gas Steam Turbine,Natural gas,NG,ST,6.0,1962.0, , ,(OP) Operating,,33.244211,-86.45806
29305,City of Madelia - (MN),30.0,Madelia,MN,WATONWAN,MISO,Electric Utility,1,3.1,3.1,3.1,Petroleum Liquids,Other thermal,DFO,IC,5.0,2001.0, , ,(OP) Operating,,44.0501,-94.4178
29305,City of Madelia - (MN),30.0,Madelia,MN,WATONWAN,MISO,Electric Utility,2,2.0,1.8,2.0,Petroleum Liquids,Other thermal,DFO,IC,6.0,1965.0, , ,(OP) Operating,,44.0501,-94.4178
29305,City of Madelia - (MN),30.0,Madelia,MN,WATONWAN,MISO,Electric Utility,3,1.1,0.9,1.0,Petroleum Liquids,Other thermal,DFO,IC,1.0,1959.0, , ,(OP) Operating,,44.0501,-94.4178
29305,City of Madelia - (MN),30.0,Madelia,MN,WATONWAN,MISO,Electric Utility,4,4.3,3.7,4.0,Petroleum Liquids,Other thermal,DFO,IC,6.0,1973.0, , ,(OP) Operating,,44.0501,-94.4178
29305,City of Madelia - (MN),30.0,Madelia,MN,WATONWAN,MISO,Electric Utility,5,1.3,1.1,1.2,Petroleum Liquids,Other thermal,DFO,IC,3.0,1954.0, , ,(OP) Operating,,44.0501,-94.4178
13402,Nevada Irrigation District,34.0,Rollins,CA,Placer,CISO,IPP Non-CHP,1P,12.1,12.1,12.1,Conventional Hydroelectric,Hydro,WAT,HY,8.0,1980.0, , ,(OP) Operating,,39.134259,-120.9533
27813,USCE-Mobile District,38.0,Millers Ferry,AL,Wilcox,SOCO,Electric Utility,1,33.7,30.0,30.0,Conventional Hydroelectric,Hydro,WAT,HY,4.0,1970.0, , ,(OP) Operating,,32.100881,-87.39977
27813,USCE-Mobile District,38.0,Millers Ferry,AL,Wilcox,SOCO,Electric Utility,2,33.7,30.0,30.0,Conventional Hydroelectric,Hydro,WAT,HY,4.0,1970.0, , ,(OP) Operating,,32.100881,-87.39977
27813,USCE-Mobile District,38.0,Millers Ferry,AL,Wilcox,SOCO,Electric Utility,3,33.7,30.0,30.0,Conventional Hydroelectric,Hydro,WAT,HY,5.0,1970.0, , ,(OP) Operating,,32.100881,-87.39977
18642,Tennessee Valley Authority,46.0,Browns Ferry,AL,Limestone,TVA,Electric Utility,1,1281.0,1227.4,1254.8,Nuclear,Nuclear,NUC,ST,8.0,1974.0, , ,(OP) Operating,,34.7042,-87.1189
18642,Tennessee Valley Authority,46.0,Browns Ferry,AL,Limestone,TVA,Electric Utility,2,1281.0,1207.7,1242.0,Nuclear,Nuclear,NUC,ST,3.0,1975.0, , ,(OP) Operating,,34.7042,-87.1189
18642,Tennessee Valley Authority,46.0,Browns Ferry,AL,Limestone,TVA,Electric Utility,3,1292.0,1226.6,1259.0,Nuclear,Nuclear,NUC,ST,3.0,1977.0, , ,(OP) Operating,,34.7042,-87.1189
18642,Tennessee Valley Authority,47.0,Colbert,AL,Colbert,TVA,Electric Utility,GT1,59.5,45.4,60.8,Natural Gas Fired Combustion Turbine,Natural gas,NG,GT,9.0,1972.0, , ,(OP) Operating,,34.7439,-87.8486
18642,Tennessee Valley Authority,47.0,Colbert,AL,Colbert,TVA,Electric Utility,GT10,231.2,221.0,231.0,Natural Gas Fired Combustion Turbine,Natural gas,NG,GT,7.0,2023.0, , ,(OP) Operating,,34.7439,-87.8486
18642,Tennessee Valley Authority,47.0,Colbert,AL,Colbert,TVA,Electric Utility,GT11,231.2,221.0,231.0,Natural Gas Fired Combustion Turbine,Natural gas,NG,GT,7.0,2023.0, , ,(OP) Operating,,34.7439,-87.8486
18642,Tennessee Valley Authority,47.0,Colbert,AL,Colbert,TVA,Electric Utility,GT2,59.5,45.4,60.8,Natural Gas Fired Combustion Turbine,Natural gas,NG,GT,9.0,1972.0, , ,(OP) Operating,,34.7439,-87.8486
18642,Tennessee Valley Authority,47.0,Colbert,AL,Colbert,TVA,Electric Utility,GT3,59.5,45.4,60.8,Natural Gas Fired Combustion Turbine,Natural gas,NG,GT,9.0,1972.0, , ,(OP) Operating,,34.7439,-87.8486
18642,Tennessee Valley Authority,47.0,Colbert,AL,Colbert,TVA,Electric Utility,GT4,59.5,45.4,60.8,Natural Gas Fired Combustion Turbine,Natural gas,NG,GT,9.0,1972.0, , ,(OP) Operating,,34.7439,-87.8486
18642,Tennessee Valley Authority,47.0,Colbert,AL,Colbert,TVA,Electric Utility,GT5,59.5,45.4,60.8,Natural Gas Fired Combustion Turbine,Natural gas,NG,GT,9.0,1972.0, , ,(OP) Operating,,34.7439,-87.8486
18642,Tennessee Valley Authority,47.0,Colbert,AL,Colbert,TVA,Electric Utility,GT6,59.5,45.4,60.8,Natural Gas Fired Combustion Turbine,Natural gas,NG,GT,9.0,1972.0, , ,(OP) Operating,,34.7439,-87.8486
18642,Tennessee Valley Authority,47.0,Colbert,AL,Colbert,TVA,Electric Utility,GT7,59.5,45.4,60.8,Natural Gas Fired Combustion Turbine,Natural gas,NG,GT,9.0,1972.0, , ,(OP) Operating,,34.7439,-87.8486
18642,Tennessee Valley Authority,47.0,Colbert,AL,Colbert,TVA,Electric Utility,GT8,59.5,45.4,60.8,Natural Gas Fired Combustion Turbine,Natural gas,NG,GT,9.0,1972.0, , ,(OP) Operating,,34.7439,-87.8486
18642,Tennessee Valley Authority,47.0,Colbert,AL,Colbert,TVA,Electric Utility,GT9,231.2,221.0,231.0,Natural Gas Fired Combustion Turbine,Natural gas,NG,GT,7.0,2023.0, , ,(OP) Operating,,34.7439,-87.8486
18642,Tennessee Valley Authority,48.0,Guntersville,AL,Marshall,TVA,Electric Utility,1,28.8,31.0,31.4,Conventional Hydroelectric,Hydro,WAT,HY,8.0,1939.0, , ,(OP) Operating,,34.421272,-86.39393
18642,Tennessee Valley Authority,48.0,Guntersville,AL,Marshall,TVA,Electric Utility,2,28.8,30.6,31.1,Conventional Hydroelectric,Hydro,WAT,HY,10.0,1939.0, , ,(OP) Operating,,34.421272,-86.39393
18642,Tennessee Valley Authority,48.0,Guntersville,AL,Marshall,TVA,Electric Utility,3,28.8,29.8,30.3,Conventional Hydroelectric,Hydro,WAT,HY,12.0,1939.0, , ,(OP) Operating,,34.421272,-86.39393
18642,Tennessee Valley Authority,48.0,Guntersville,AL,Marshall,TVA,Electric Utility,4,28.8,31.3,31.7,Conventional Hydroelectric,Hydro,WAT,HY,3.0,1952.0, , ,(OP) Operating,,34.421272,-86.39393
18642,Tennessee Valley Authority,49.0,Wheeler Dam,AL,Lawrence,TVA,Electric Utility,1,35.1,34.1,35.6,Conventional Hydroelectric,Hydro,WAT,HY,11.0,1936.0, , ,(OP) Operating,,34.8069,-87.3819
18642,Tennessee Valley Authority,49.0,Wheeler Dam,AL,Lawrence,TVA,Electric Utility,10,36.0,41.9,38.3,Conventional Hydroelectric,Hydro,WAT,HY,6.0,1963.0, , ,(OP) Operating,,34.8069,-87.3819
18642,Tennessee Valley Authority,49.0,Wheeler Dam,AL,Lawrence,TVA,Electric Utility,11,43.6,41.9,38.2,Conventional Hydroelectric,Hydro,WAT,HY,12.0,1963.0, , ,(OP) Operating,,34.8069,-87.3819
18642,Tennessee Valley Authority,49.0,Wheeler Dam,AL,Lawrence,TVA,Electric Utility,2,35.1,33.2,30.1,Conventional Hydroelectric,Hydro,WAT,HY,4.0,1937.0, , ,(OP) Operating,,34.8069,-87.3819
18642,Tennessee Valley Authority,49.0,Wheeler Dam,AL,Lawrence,TVA,Electric Utility,3,35.1,33.6,30.4,Conventional Hydroelectric,Hydro,WAT,HY,1.0,1941.0, , ,(OP) Operating,,34.8069,-87.3819
18642,Tennessee Valley Authority,49.0,Wheeler Dam,AL,Lawrence,TVA,Electric Utility,4,35.1,33.4,30.2,Conventional Hydroelectric,Hydro,WAT,HY,3.0,1941.0, , ,(OP) Operating,,34.8069,-87.3819
18642,Tennessee Valley Authority,49.0,Wheeler Dam,AL,Lawrence,TVA,Electric Utility,5,35.1,34.7,31.4,Conventional Hydroelectric,Hydro,WAT,HY,10.0,1948.0, , ,(OP) Operating,,34.8069,-87.3819
18642,Tennessee Valley Authority,49.0,Wheeler Dam,AL,Lawrence,TVA,Electric Utility,6,35.1,34.6,31.3,Conventional Hydroelectric,Hydro,WAT,HY,2.0,1949.0, , ,(OP) Operating,,34.8069,-87.3819
18642,Tennessee Valley Authority,49.0,Wheeler Dam,AL,Lawrence,TVA,Electric Utility,7,35.1,34.4,31.1,Conventional Hydroelectric,Hydro,WAT,HY,12.0,1949.0, , ,(OP) Operating,,34.8069,-87.3819
18642,Tennessee Valley Authority,49.0,Wheeler Dam,AL,Lawrence,TVA,Electric Utility,8,35.1,34.5,31.2,Conventional Hydroelectric,Hydro,WAT,HY,3.0,1950.0, , ,(OP) Operating,,34.8069,-87.3819
18642,Tennessee Valley Authority,49.0,Wheeler Dam,AL,Lawrence,TVA,Electric Utility,9,43.6,41.9,38.2,Conventional Hydroelectric,Hydro,WAT,HY,12.0,1962.0, , ,(OP) Operating,,34.8069,-87.3819
189,PowerSouth Energy Cooperative,53.0,Gantt,AL,Covington,SOCO,Electric Utility,3,1.2,0.8,0.8,Conventional Hydroelectric,Hydro,WAT,HY,1.0,1926.0, , ,(OP) Operating,,31.4033,-86.47947
189,PowerSouth Energy Cooperative,53.0,Gantt,AL,Covington,SOCO,Electric Utility,4,1.8,1.8,1.8,Conventional Hydroelectric,Hydro,WAT,HY,2.0,1985.0, , ,(OP) Operating,,31.4033,-86.47947
5580,"East Kentucky Power Coop, Inc",54.0,J K Smith,KY,Clark,PJM,Electric Utility,GT1,119.0,110.0,135.0,Natural Gas Fired Combustion Turbine,Natural gas,NG,GT,3.0,1999.0, , ,(OP) Operating,,37.8833,-84.1017
5580,"East Kentucky Power Coop, Inc",54.0,J K Smith,KY,Clark,PJM,Electric Utility,GT10,108.2,76.0,100.0,Natural Gas Fired Combustion Turbine,Natural gas,NG,GT,5.0,2010.0, , ,(OP) Operating,,37.8833,-84.1017
5580,"East Kentucky Power Coop, Inc",54.0,J K Smith,KY,Clark,PJM,Electric Utility,GT2,119.0,105.0,135.0,Natural Gas Fired Combustion Turbine,Natural gas,NG,GT,1.0,1999.0, , ,(OP) Operating,,37.8833,-84.1017
5580,"East Kentucky Power Coop, Inc",54.0,J K Smith,KY,Clark,PJM,Electric Utility,GT3,119.0,106.0,135.0,Natural Gas Fired Combustion Turbine,Natural gas,NG,GT,4.0,1999.0, , ,(OP) Operating,,37.8833,-84.1017
